effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh2_dlc17_threat_map_reward_sanctum_marker_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_sanctum_stones_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_sanctum_stones_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_sanctum_stones_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_1_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_1_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_1_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_2_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_2_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_2_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_3_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_3_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_3_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_4_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_4_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_4_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_5_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_5_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_5_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_6_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_6_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_6_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_7_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_7_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_7_medium	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	10.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_8_easy	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc17_threat_map_reward_settlements_8_hard	wh3_main_effect_pooled_resource_sacred_spawning_add_missions	faction_to_faction_own_unseen	20.0000	start_turn_completed
