effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh3_main_bundle_corruption_khorne_skaven_81-90	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_bundle_corruption_khorne_skaven_91-100	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_1-10	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_11-20	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_21-30	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_31-40	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_41-50	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_51-60	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_61-70	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_71-80	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_81-90	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
wh3_main_corruption_khorne_chd_91-100	wh_main_ie_effect_force_stat_melee_attack_add_khornate_hidden	province_to_force_any_provincewide	0.0000	start_turn_completed
