unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			wh2_dlc10_def_cha_crone_4	wh2_vs_xef	false
			wh2_dlc10_def_cha_crone_5	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_beasts_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_beasts_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_beasts_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_beasts_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_death_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_death_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_death_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_sorceress_death_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_beasts_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_beasts_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_beasts_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_beasts_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_beasts_4	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_beasts_5	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_dark_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_dark_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_dark_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_dark_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_dark_4	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_dark_5	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_death_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_death_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_death_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_death_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_death_4	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_death_5	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_fire_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_fire_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_fire_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_fire_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_fire_4	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_fire_5	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_shadow_0	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_shadow_1	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_shadow_2	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_shadow_3	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_shadow_4	wh2_vs_xef	false
			wh2_dlc10_def_cha_supreme_sorceress_shadow_5	wh2_vs_xef	false
			wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	wh2_vs_xef	false
			wh2_dlc10_def_inf_sisters_of_slaughter	wh2_vs_xef	false
			wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	wh2_vs_xef	false
			wh2_dlc10_def_inf_the_bolt_fiends_ror_0	wh2_vs_xef	false
			wh2_dlc10_def_inf_the_hellebronai_ror_0	wh2_vs_xef	false
			wh2_dlc10_def_mon_chill_of_sontar_ror_0	wh2_vs_xef	false
			wh2_dlc10_def_mon_feral_manticore_0	wh2_vs_xef	false
			wh2_dlc10_def_mon_kharibdyss_0	wh2_vs_xef	false
			wh2_dlc10_def_mon_war_hydra_boss	wh2_vs_xef	false
			wh2_dlc11_def_cha_lokhir_fellheart_0	wh2_vs_xef	false
			wh2_dlc11_def_cha_lokhir_fellheart_1	wh2_vs_xef	false
			wh2_dlc14_def_cav_scourgerunner_chariot_0	wh2_vs_xef	false
			wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	wh2_vs_xef	false
			wh2_dlc14_def_cha_high_beastmaster_0	wh2_vs_xef	false
			wh2_dlc14_def_cha_high_beastmaster_1	wh2_vs_xef	false
			wh2_dlc14_def_cha_high_beastmaster_2	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_0	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_0_mp	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_1	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_1_mp	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_tzarkan_0	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle	wh2_vs_xef	false
			wh2_dlc14_def_cha_malus_darkblade_tzarkan_1	wh2_vs_xef	false
			wh2_dlc14_def_cha_master_0	wh2_vs_xef	false
			wh2_dlc14_def_cha_master_1	wh2_vs_xef	false
			wh2_dlc14_def_cha_master_2	wh2_vs_xef	false
			wh2_dlc14_def_cha_master_3	wh2_vs_xef	false
			wh2_dlc14_def_cha_master_4	wh2_vs_xef	false
			wh2_dlc14_def_inf_harpies_ror_0	wh2_vs_xef	false
			wh2_dlc14_def_mon_bloodwrack_medusa_0	wh2_vs_xef	false
			wh2_dlc14_def_mon_bloodwrack_medusa_ror_0	wh2_vs_xef	false
			wh2_dlc14_def_veh_bloodwrack_shrine_0	wh2_vs_xef	false
			wh2_main_def_art_reaper_bolt_thrower	wh2_vs_xef	false
			wh2_main_def_cav_cold_one_chariot	wh2_vs_xef	false
			wh2_main_def_cav_cold_one_knights_0	wh2_vs_xef	false
			wh2_main_def_cav_cold_one_knights_1	wh2_vs_xef	false
			wh2_main_def_cav_dark_riders_0	wh2_vs_xef	false
			wh2_main_def_cav_dark_riders_1	wh2_vs_xef	false
			wh2_main_def_cav_dark_riders_2	wh2_vs_xef	false
			wh2_main_def_cha_death_hag_0	wh2_vs_xef	false
			wh2_main_def_cha_death_hag_1	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_0	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_0_black_ark	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_1	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_2	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_4	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_5	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_female_0	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_female_1	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_female_2	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_female_4	wh2_vs_xef	false
			wh2_main_def_cha_dreadlord_female_5	wh2_vs_xef	false
			wh2_main_def_cha_khainite_assassin_0	wh2_vs_xef	false
			wh2_main_def_cha_malekith_0	wh2_vs_xef	false
			wh2_main_def_cha_malekith_1	wh2_vs_xef	false
			wh2_main_def_cha_malekith_2	wh2_vs_xef	false
			wh2_main_def_cha_malekith_3	wh2_vs_xef	false
			wh2_main_def_cha_morathi_0	wh2_vs_xef	false
			wh2_main_def_cha_morathi_1	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_dark_0	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_dark_1	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_dark_2	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_dark_3	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_fire_0	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_fire_1	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_fire_2	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_fire_3	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_shadow_0	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_shadow_1	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_shadow_2	wh2_vs_xef	false
			wh2_main_def_cha_sorceress_shadow_3	wh2_vs_xef	false
			wh2_main_def_inf_black_ark_corsairs_0	wh2_vs_xef	false
			wh2_main_def_inf_black_ark_corsairs_1	wh2_vs_xef	false
			wh2_main_def_inf_black_guard_0	wh2_vs_xef	false
			wh2_main_def_inf_bleakswords_0	wh2_vs_xef	false
			wh2_main_def_inf_darkshards_0	wh2_vs_xef	false
			wh2_main_def_inf_darkshards_1	wh2_vs_xef	false
			wh2_main_def_inf_dreadspears_0	wh2_vs_xef	false
			wh2_main_def_inf_har_ganeth_executioners_0	wh2_vs_xef	false
			wh2_main_def_inf_harpies	wh2_vs_xef	false
			wh2_main_def_inf_shades_0	wh2_vs_xef	false
			wh2_main_def_inf_shades_1	wh2_vs_xef	false
			wh2_main_def_inf_shades_2	wh2_vs_xef	false
			wh2_main_def_inf_witch_elves_0	wh2_vs_xef	false
			wh2_main_def_mon_black_dragon	wh2_vs_xef	false
			wh2_main_def_mon_war_hydra	wh2_vs_xef	false
			wh_dlc05_wef_cav_glade_riders_0	wh2_vs_xef	false
			wh_dlc05_wef_cav_glade_riders_1	wh2_vs_xef	false
			wh_dlc05_wef_cav_glade_riders_1_qb	wh2_vs_xef	false
			wh_dlc05_wef_cav_hawk_riders_0	wh2_vs_xef	false
			wh_dlc05_wef_cav_sisters_thorn_0	wh2_vs_xef	false
			wh_dlc05_wef_cav_wild_riders_0	wh2_vs_xef	false
			wh_dlc05_wef_cav_wild_riders_1	wh2_vs_xef	false
			wh_dlc05_wef_cha_ancient_treeman_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_branchwraith_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_durthu_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_female_glade_lord_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_female_glade_lord_0_qb	wh2_vs_xef	false
			wh_dlc05_wef_cha_female_glade_lord_1	wh2_vs_xef	false
			wh_dlc05_wef_cha_female_glade_lord_2	wh2_vs_xef	false
			wh_dlc05_wef_cha_female_glade_lord_2_qb	wh2_vs_xef	false
			wh_dlc05_wef_cha_female_glade_lord_3	wh2_vs_xef	false
			wh_dlc05_wef_cha_glade_lord_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_glade_lord_1	wh2_vs_xef	false
			wh_dlc05_wef_cha_glade_lord_2	wh2_vs_xef	false
			wh_dlc05_wef_cha_glade_lord_3	wh2_vs_xef	false
			wh_dlc05_wef_cha_orion_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_beasts_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_beasts_1	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_beasts_2	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_beasts_3	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_life_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_life_1	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_life_2	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_life_3	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_shadows_0	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_shadows_1	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_shadows_2	wh2_vs_xef	false
			wh_dlc05_wef_cha_spellsinger_shadows_3	wh2_vs_xef	false
			wh_dlc05_wef_cha_waystalker_0	wh2_vs_xef	false
			wh_dlc05_wef_forest_dragon_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_deepwood_scouts_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_deepwood_scouts_1	wh2_vs_xef	false
			wh_dlc05_wef_inf_deepwood_scouts_1_qb	wh2_vs_xef	false
			wh_dlc05_wef_inf_dryads_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_eternal_guard_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_eternal_guard_1	wh2_vs_xef	false
			wh_dlc05_wef_inf_eternal_guard_1_qb	wh2_vs_xef	false
			wh_dlc05_wef_inf_glade_guard_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_glade_guard_1	wh2_vs_xef	false
			wh_dlc05_wef_inf_glade_guard_1_qb	wh2_vs_xef	false
			wh_dlc05_wef_inf_glade_guard_2	wh2_vs_xef	false
			wh_dlc05_wef_inf_wardancers_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_wardancers_1	wh2_vs_xef	false
			wh_dlc05_wef_inf_waywatchers_0	wh2_vs_xef	false
			wh_dlc05_wef_inf_wildwood_rangers_0	wh2_vs_xef	false
			wh_dlc05_wef_mon_great_eagle_0	wh2_vs_xef	false
			wh_dlc05_wef_mon_treekin_0	wh2_vs_xef	false
			wh_dlc05_wef_mon_treeman_0	wh2_vs_xef	false
			wh_dlc08_wef_forest_dragon_boss	wh2_vs_xef	false
			wh_dlc08_wef_mon_treeman_boss	wh2_vs_xef	false
			wh_pro04_wef_cav_wild_riders_ror_0	wh2_vs_xef	false
			wh_pro04_wef_inf_eternal_guard_ror_0	wh2_vs_xef	false
			wh_pro04_wef_inf_wardancers_ror_0	wh2_vs_xef	false
			wh_pro04_wef_inf_waywatchers_ror_0	wh2_vs_xef	false
			wh_pro04_wef_inf_wildwood_rangers_ror_0	wh2_vs_xef	false
			wh_pro04_wef_mon_treekin_ror_0	wh2_vs_xef	false
