effect	bonus_value_id	unit_ability
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_heavens_harmonic_convergence_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_heavens_urannons_thunderbolt_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_heavens_wind_blast_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_life_earth_blood_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_life_flesh_to_stone_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_life_regrowth_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_life_shield_of_thorns_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_life_the_dwellers_below_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_light_banishment_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_light_bironas_timewarp_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_light_light_of_battle_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_light_net_of_amyntok_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_light_phas_protection_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_light_shems_burning_gaze_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_metal_final_transmutation_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_metal_gehennas_golden_hounds_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_metal_glittering_robe_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_metal_plague_of_rust_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_metal_searing_doom_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_metal_transmutation_of_lead_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_vampires_raise_dead_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc03_spell_wild_bray_scream_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc03_spell_wild_devolve_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc03_spell_wild_viletide_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc03_spell_wild_traitor_kin_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_big_waaagh_brain_bursta_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_big_waaagh_eadbutt_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_big_waaagh_foot_of_gork_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_big_waaagh_gaze_of_mork_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_lil_waaagh_night_shroud_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_main_spell_lil_waaagh_vindictive_glare_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_dark_magic_bladewind_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_dark_magic_chillwind_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_dark_magic_doombolt_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_dark_magic_word_of_pain_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_high_magic_apotheosis_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_high_magic_arcane_unforging_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_high_magic_fiery_convocation_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_high_magic_hand_of_glory_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_high_magic_soul_quench_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_high_magic_tempest_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc11_spell_deep_fog_of_the_damned_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc11_spell_deep_ghost_ship_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc11_spell_deep_krakens_pull_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc11_spell_deep_spiteful_shot_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc11_spell_deep_tidecall_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc06_rune_abilities_master_rune_of_negation
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc06_rune_abilities_master_rune_of_oath_and_steel
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc17_rune_abilities_master_rune_of_slowness
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc17_rune_abilities_master_rune_of_speed
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc17_rune_abilities_master_rune_of_breaking
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_plague_bless_with_filth_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_plague_pestilent_breath_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_plague_plague_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_plague_wither_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc14_spell_ruin_flensing_ruin_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_ruin_cracks_call_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_ruin_death_frenzy_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_ruin_howling_warpgale_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_ruin_scorch_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_main_spell_ruin_warp_lightning_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc14_spell_stealth_armour_of_darkness_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc14_spell_stealth_black_whirlwind_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc14_spell_stealth_brittle_bone_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc14_spell_stealth_veil_of_shadows_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh2_dlc14_spell_stealth_warp_stars_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_ice_crystal_sanctuary_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_ice_death_frost_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_ice_frost_blades_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_ice_heart_of_winter_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_ice_ice_maidens_kiss_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_nurgle_curse_of_the_leper_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_nurgle_fleshy_abundance_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_nurgle_miasma_of_pestilence_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_nurgle_pestilent_pustule_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_nurgle_rancid_visitations_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_nurgle_stream_of_corruption_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_slaanesh_acquiescence_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_slaanesh_hysterical_frenzy_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_slaanesh_lash_of_slaanesh_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_slaanesh_pavane_of_slaanesh_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_slaanesh_phantasmagoria_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_slaanesh_slicing_shards_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tempest_biting_wind_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tempest_blizzard_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tempest_gust_of_true_flight_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tempest_hailstorm_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tempest_hawks_of_miska_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tempest_swiftwing_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_great_maw_bonecrusher_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_great_maw_braingobbler_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_great_maw_bullgorger_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_great_maw_the_maw_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_great_maw_toothcracker_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_great_maw_trollguts_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tzeentch_glean_magic_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tzeentch_infernal_gateway_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tzeentch_pink_fire_of_tzeentch_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tzeentch_treason_of_tzeentch_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_tzeentch_tzeentchs_firestorm_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yin_ancestral_warriors_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yin_blossom_wind_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yin_cloak_of_jet_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yin_missile_mirror_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yin_storm_of_shadows_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yin_talons_of_night_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yang_constellation_of_the_dragon_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yang_dragons_breath_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yang_jade_shield_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yang_might_of_heaven_and_earth_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yang_stone_ground_stance_upgraded
wh_main_effect_character_stat_miscast	miscast_percentage_mod	wh3_main_spell_yang_wall_of_wind_and_fire_upgraded
